sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
50620,https://sofifa.com/player/50620/tony-hibbert/15/157759,T. Hibbert,Tony Hibbert,33,1981-02-20,173,71,England,Everton,72,72,0,0,RB,Right,2,2,2,Medium/Medium,Normal,No,,,RES,2.0,,2000-01-01,2016.0,,,54.0,27.0,54.0,41.0,76.0,75.0,,,,,,,"Dives Into Tackles (CPU AI Only), Early Crosser, One Club Player, Team Player",65,25,68,57,25,21,20,28,55,59-2,54,54,52,70,78,29,73,77,70,25,86,78,57,54,21,,73,79-2,79-3,14,15,12,15,8,44+0,44+0,44+0,50+0,45+0,45+0,45+0,50+0,49+0,49+0,49+0,54+0,57+0,57+0,57+0,54+0,66+0,68+0,68+0,68+0,66+0,72+0,74+0,74+0,74+0,72+0
200765,https://sofifa.com/player/200765/muhamed-besic/15/157759,M. Bešić,Muhamed Bešić,21,1992-09-10,180,78,Bosnia Herzegovina,Everton,71,80,0,0,"CDM, CB",Right,1,3,2,Medium/High,Normal,No,,,SUB,17.0,,2014-07-28,2019.0,,,74.0,49.0,58.0,71.0,74.0,76.0,,,,,,,"Dives Into Tackles (CPU AI Only), Selfish",44,50,66,71,40,68,51,56,68,74,68,79,78,69,74,54,81,69,77,47,82,74,45,45,47,,76,74,76,13,6,12,6,11,59+0,59+0,59+0,62+0,60+0,60+0,60+0,62+0,60+0,60+0,60+0,63+0,64+0,64+0,64+0,63+0,70+0,71+0,71+0,71+0,70+0,71+0,75+0,75+0,75+0,71+0
195668,https://sofifa.com/player/195668/joel-robles-blazquez/15/157759,Joel Robles,Joel Robles Blázquez,24,1990-06-17,195,90,Spain,Everton,70,75,0,0,GK,Right,1,2,1,Medium/Medium,Lean,No,,,SUB,1.0,,2013-07-09,2018.0,,,,,,,,,69.0,70.0,74.0,73.0,51.0,68.0,,25,25,25,25,25,25,25,25,25,24,49,52,47,66,41,35,64,45-6,72,25,22,21,25,20-13,25,,25,25,25,69,70,74,68,73,,,,,,,,,,,,,,,,,,,,,,,,,,
198335,https://sofifa.com/player/198335/bryan-oviedo/15/157759,B. Oviedo,Bryan Oviedo,24,1990-02-18,172,65,Costa Rica,Everton,69,75,0,0,"LB, LM",Left,2,3,3,High/Medium,Lean,Yes,,,RES,8.0,,2012-08-31,2016.0,,,77.0,60.0,66.0,74.0,66.0,67.0,,,,,,,Speed Dribbler (CPU AI Only),71+3,60+5,47,67,57,74,58,62,63+3,72,79-1,75+2,79+2,71,79,65,81,79,58+3,58+5,71,68+2,65+3,65,47,,69+2,69,66,10,11,7,9,15,64+0,64+0,64+0,71+0,66+0,66+0,66+0,71+0,68+0,68+0,68+0,71+0,68+0,68+0,68+0,71+0,71+0,68+0,68+0,68+0,71+0,69+0,66+0,66+0,66+0,69+0
192319,https://sofifa.com/player/192319/luke-garbutt/15/157759,L. Garbutt,Luke Garbutt,21,1993-05-21,178,73,England,Everton,64,72,0,0,"LB, LM",Left,1,3,2,High/Medium,Lean,No,,,SUB,29.0,,2010-06-19,2015.0,,,71.0,50.0,62.0,62.0,60.0,66.0,,,,,,,Early Crosser,68-2,44,56+1,65,43,61,66,62,59-2,63,71+1,71+1,61,63+7,66,57,68,74,63,62,65,59+2,51-9,53-10,42,,61+2,61+2,64+4,13,8,5,14,9,56+0,56+0,56+0,62+0,58+0,58+0,58+0,62+0,59+0,59+0,59+0,63+0,61+0,61+0,61+0,63+0,64+0,62+0,62+0,62+0,64+0,64+0,62+0,62+0,62+0,64+0
221909,https://sofifa.com/player/221909/jindrich-stanek/15/157759,J. Staněk,Jindřich Staněk,18,1996-04-27,192,83,Czech Republic,Everton,61,75,0,0,GK,Right,1,3,1,Medium/Medium,Lean,No,,,RES,36.0,,2014-01-31,2016.0,,,,,,,,,55.0,65.0,69.0,65.0,42.0,62.0,,25,25,25,21,25,25,25,21,25,26,42,42,30,51,31,25,54,45-3,49,25,25,25,25,25,36,,25,25,25,55,65,69,62,65,,,,,,,,,,,,,,,,,,,,,,,,,,
200741,https://sofifa.com/player/200741/tyias-browning/15/157759,T. Browning,Tyias Browning,20,1994-05-27,181,76,England,Everton,61,69,0,0,"CB, RB",Right,1,3,2,Medium/Medium,Lean,No,,,RES,27.0,,2011-06-01,2017.0,,,75.0,31.0,41.0,50.0,62.0,63.0,,,,,,,,48,20,61+16,53,32,42+4,27+4,25,39,59+4,69+5,79+16,55+4,61+12,55,47,66,64,64+5,33,56+11,59+8,40,21,42,,59+10,68+6,61+5,9,12,6,8,11,46+0,46+0,46+0,49+0,46+0,46+0,46+0,49+0,44+0,44+0,44+0,50+0,48+0,48+0,48+0,50+0,59+0,55+0,55+0,55+0,59+0,61+0,61+0,61+0,61+0,61+0
208294,https://sofifa.com/player/208294/francisco-santos-silva-junior/15/157759,Francisco Júnior,Francisco Santos Silva Júnior,22,1992-01-18,162,65,Guinea Bissau,Everton,61,67,0,0,"CM, CDM",Right,1,3,2,Medium/High,Normal,No,,,RES,25.0,,2012-02-14,2016.0,,,71.0,54.0,56.0,67.0,59.0,52.0,,,,,,,,45,48,35,64,57,63,48,42,58,67,74,69,76,63,90,67,72,61,37,56,73,65,56,59,51,,66,57,52,9,9,12,9,11,56+0,56+0,56+0,61+0,60+0,60+0,60+0,61+0,62+0,62+0,62+0,61+0,61+0,61+0,61+0,61+0,61+0,61+0,61+0,61+0,61+0,59+0,57+0,57+0,57+0,59+0
197774,https://sofifa.com/player/197774/conor-mcaleny/15/157759,C. McAleny,Conor McAleny,21,1992-08-12,172,66,England,Everton,61,65,0,0,"ST, LM",Right,1,3,2,Medium/Low,Normal,No,,,RES,35.0,,2009-07-01,2017.0,,,70.0,64.0,58.0,64.0,26.0,47.0,,,,,,,Beat Offside Trap,66,62,44,66,63,59,63,57,44,63,74,67,78,65,82,66,41,53,43,65,53,23,59,43,67,,23,25,25,7,12,5,9,10,61+0,61+0,61+0,64+0,61+0,61+0,61+0,64+0,61+0,61+0,61+0,61+0,52+0,52+0,52+0,61+0,48+0,45+0,45+0,45+0,48+0,43+0,37+0,37+0,37+0,43+0
209852,https://sofifa.com/player/209852/brendan-galloway/15/157759,B. Galloway,Brendan Galloway,18,1996-03-17,186,74,England,Everton,60,74,0,0,"LB, CM",Right,1,3,2,Medium/Medium,Lean,No,,,RES,32.0,,2014-08-02,2019.0,,,64.0,36.0,52.0,52.0,59.0,60.0,,,,,,,,49+13,29,58+14,63+2,31,42,35,33,53,63+13,63,65+1,67,59+7,57,50,62+2,62,59+6,39,57+4,58+8,26-20,46,43,,56+18,61+19,64+19,5,13,8,7,7,45+0,45+0,45+0,51+0,47+0,47+0,47+0,51+0,50+0,50+0,50+0,53+0,53+0,53+0,53+0,53+0,59+0,58+0,58+0,58+0,59+0,60+0,60+0,60+0,60+0,60+0
222836,https://sofifa.com/player/222836/ryan-ledson/15/157759,R. Ledson,Ryan Ledson,16,1997-08-19,181,69,England,Everton,59,80,0,0,"CM, CAM",Right,1,2,2,Medium/Medium,Lean,No,,,RES,42.0,,2014-08-19,2017.0,,,62.0,44.0,60.0,61.0,52.0,54.0,,,,,,,,46,36,55,72,41,62,50,47,63,59,60,63,56,61,70,55,63,57,46,45,69,45,51,57,54,,49,56,58,13,15,15,7,10,51+0,51+0,51+0,57+0,55+0,55+0,55+0,57+0,58+0,58+0,58+0,59+0,59+0,59+0,59+0,59+0,57+0,58+0,58+0,58+0,57+0,56+0,56+0,56+0,56+0,56+0
208668,https://sofifa.com/player/208668/david-henen/15/157759,D. Henen,David  Henen,18,1996-04-19,185,75,Belgium,Everton,59,73,0,0,LW,Right,1,4,4,Medium/Medium,Normal,No,,,RES,33.0,Olympiacos CFP,,2015.0,,,74.0,57.0,50.0,65.0,28.0,60.0,,,,,,,,52,58,53,56,53,67,50,51,43,64,71,76,72,47,62,60,65,56,67,57,46,27,48,43,52,,25,25,25,10,13,14,15,8,58+0,58+0,58+0,59+0,58+0,58+0,58+0,59+0,56+0,56+0,56+0,57+0,49+0,49+0,49+0,57+0,46+0,44+0,44+0,44+0,46+0,42+0,40+0,40+0,40+0,42+0
216795,https://sofifa.com/player/216795/chris-long/15/157759,C. Long,Chris Long,19,1995-02-25,180,77,England,Everton,59,72,0,0,ST,Right,1,3,2,Medium/Medium,Normal,No,,,RES,41.0,,2013-07-16,2015.0,,,77.0,55.0,49.0,58.0,27.0,57.0,,,,,,,,44+2,50+6,62,55+3,49+2,59,49+2,37,37+2,60,74+2,79+1,54+3,63,47+2,61+2,73+1,59+1,64,61+2,35+2,20,54,56,54,,25,23,23-2,6,6,6,14,12,59+0,59+0,59+0,58+0,59+0,59+0,59+0,58+0,58+0,58+0,58+0,56+0,50+0,50+0,50+0,56+0,44+0,43+0,43+0,43+0,44+0,41+0,39+0,39+0,39+0,41+0
189963,https://sofifa.com/player/189963/wilfried-bony/15/157759,W. Bony,Wilfried Guemiand Bony,25,1988-12-10,182,91,Ivory Coast,Swansea City,81,84,0,0,ST,Right,2,4,3,Medium/Low,Stocky,Yes,,#Strength,ST,10.0,,2013-07-23,2017.0,ST,12.0,73.0,82.0,59.0,74.0,39.0,85.0,,,,,,,"Injury Free, Long Shot Taker (CPU AI Only), Power Header",45,80-2,84,68,76+1,74,66,58,45,77+1,69-8,77+6,67,81,72-5,89,84,78,94,80,70,38,83,65,77,,25,42,28,10,8,5,7,11,81+0,81+0,81+0,70+0,79+0,79+0,79+0,70+0,75+0,75+0,75+0,68+0,66+0,66+0,66+0,68+0,55+0,59+0,59+0,59+0,55+0,54+0,55+0,55+0,55+0,54+0
163824,https://sofifa.com/player/163824/ashley-williams/15/157759,A. Williams,Ashley Williams,29,1984-08-23,181,91,Wales,Swansea City,79,79,0,0,CB,Right,2,3,2,Medium/High,Stocky,Yes,,#Strength,LCB,6.0,,2008-05-01,2018.0,LCB,6.0,70.0,42.0,57.0,61.0,79.0,82.0,,,,,,,"Injury Free, Leadership, Long Passer (CPU AI Only)",31,36,81+3,75,33,56,33,22,74,68,66,74+6,58,76,59,63,86,73,86-1,39,82,78,27,52,44,,76,82,76,6,9,15,6,9,55+0,55+0,55+0,54+0,56+0,56+0,56+0,54+0,57+0,57+0,57+0,59+0,65+0,65+0,65+0,59+0,69+0,75+0,75+0,75+0,69+0,74+0,79+0,79+0,79+0,74+0
159145,https://sofifa.com/player/159145/bafetimbi-gomis/15/157759,B. Gomis,Bafétimbi Gomis,28,1985-08-06,184,77,France,Swansea City,78,78,0,0,ST,Right,3,3,2,Medium/Low,Normal,Yes,,,SUB,18.0,,2014-07-01,2018.0,,,71.0,80.0,63.0,69.0,39.0,72.0,,,,,,,"Injury Free, Selfish",60,82+2,78,70,78,68-2,60,61,45,76,68,73,59-17,75-3,42,83+1,73-3,70+8,81-1,74,51,37,78,68-2,82+2,,38,31,34,13,10,8,8,12,77+1,77+1,77+1,70+1,75+1,75+1,75+1,70+1,73+1,73+1,73+1,68+1,63+1,63+1,63+1,68+1,56+1,56+1,56+1,56+1,56+1,53+1,52+1,52+1,52+1,53+1
184484,https://sofifa.com/player/184484/gylfi-sigurdhsson/15/157759,G. Sigurðsson,Gylfi Þór Sigurðsson,24,1989-09-09,186,78,Iceland,Swansea City,77,80,0,0,"CAM, LM",Right,2,3,3,Medium/Medium,Lean,Yes,,,CAM,23.0,,2014-07-23,2018.0,,,68.0,80.0,77.0,73.0,51.0,66.0,,,,,,,Long Shot Taker (CPU AI Only),74,77,59,79,73,72,81,84,70,78,68,68,68,76,62,85,70,71,67,82,56,36,77,78,79,,54,52,56,12,7,9,14,11,75+0,75+0,75+0,75+0,76+0,76+0,76+0,75+0,77+0,77+0,77+0,74+0,71+0,71+0,71+0,74+0,64+0,64+0,64+0,64+0,64+0,61+0,59+0,59+0,59+0,61+0
54051,https://sofifa.com/player/54051/wayne-routledge/15/157759,W. Routledge,Wayne Routledge,29,1985-01-07,170,77,England,Swansea City,75,75,0,0,"LM, LW",Right,2,4,4,High/Medium,Normal,Yes,,,LM,15.0,,2011-08-01,2016.0,,,83.0,65.0,69.0,80.0,35.0,63.0,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",73,68,33,72,70,82,60,27,71,77,84,82+4,82,72,87,67,71,69,70,54,35,38,66,73,62,,29,36,45,14,10,7,9,14,67+0,67+0,67+0,75+0,69+0,69+0,69+0,75+0,73+0,73+0,73+0,75+0,67+0,67+0,67+0,75+0,60+0,58+0,58+0,58+0,60+0,52+0,47+0,47+0,47+0,52+0
140415,https://sofifa.com/player/140415/leon-britton/15/157759,L. Britton,Leon Britton,31,1982-09-16,167,65,England,Swansea City,75,75,0,0,"CM, CDM",Right,2,3,3,Medium/High,Lean,Yes,,,SUB,7.0,,2011-01-01,2017.0,,,68.0,52.0,76.0,78.0,68.0,66.0,,,,,,,Team Player,64,54,40,84-3,46,75,60,57,78,80-1,68-2,68,78,77,91,50,70,75,58+1,47,76,72,54,81,58,,69,74,68,9,15,6,6,14,59+0,59+0,59+0,71+0,64+0,64+0,64+0,71+0,72+0,72+0,72+0,74+0,75+0,75+0,75+0,74+0,74+0,76+0,76+0,76+0,74+0,71+0,68+0,68+0,68+0,71+0
153938,https://sofifa.com/player/153938/angel-rangel-zaragoza/15/157759,Àngel Rangel,Àngel Rangel Zaragoza,31,1982-10-28,180,82,Spain,Swansea City,75,75,0,0,RB,Right,2,3,3,High/Medium,Normal,Yes,,,RB,22.0,,2007-07-01,2016.0,,,65.0,58.0,74.0,72.0,76.0,76.0,,,,,,,,79,55,75,78,42,72,62,56,70-2,74-2,65,65,72,74,56,65,75,81,78,58,67,81,64,70,58,,74,77,73,12,15,7,5,5,65+0,65+0,65+0,71+0,67+0,67+0,67+0,71+0,70+0,70+0,70+0,73+0,73+0,73+0,73+0,73+0,76+0,75+0,75+0,75+0,76+0,75+0,75+0,75+0,75+0,75+0
164835,https://sofifa.com/player/164835/lukasz-fabianski/15/157759,L. Fabiański,Łukasz Fabiański,29,1985-04-18,190,83,Poland,Swansea City,75,75,0,0,GK,Right,2,2,1,Medium/Medium,Normal,Yes,,,GK,1.0,,2014-07-01,2018.0,SUB,22.0,,,,,,,76.0,70.0,72.0,83.0,48.0,74.0,GK Long Throw,25,25,25,25,25,25,25,25,31,21,50,47,52,70,44,25,68,25,65,25,42,25,25,25,41,,25,25,25,76,70,72,74,83,,,,,,,,,,,,,,,,,,,,,,,,,,
189165,https://sofifa.com/player/189165/jonjo-shelvey/15/157759,J. Shelvey,Jonjo Shelvey,22,1992-02-27,184,83,England,Swansea City,74,80,0,0,"CAM, CM",Right,2,3,2,High/Medium,Normal,Yes,,,RDM,8.0,,2013-07-03,2017.0,,,67.0,72.0,75.0,71.0,56.0,77.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",68,69,47,80,55,71,65,72,80,74,66,68,62,71,67,78,65,79,75,75,81+4,57,74,75,70,,48,65,56,13,10,14,7,15,69+0,69+0,69+0,71+0,72+0,72+0,72+0,71+0,74+0,74+0,74+0,73+0,74+0,74+0,74+0,73+0,67+0,70+0,70+0,70+0,67+0,64+0,62+0,62+0,62+0,64+0
198198,https://sofifa.com/player/198198/jordi-amat-maas/15/157759,Jordi Amat,Jordi Amat Maas,22,1992-03-21,185,83,Spain,Swansea City,74,80,0,0,CB,Right,1,3,2,Medium/High,Normal,Yes,,,SUB,2.0,,2013-07-01,2017.0,,,67.0,47.0,52.0,56.0,74.0,78.0,,,,,,,Power Header,30,33,73,65,27,49,39,35,51,64,64,69+4,59+3,69+3,58,74,78+1,73+5,79-1,64,81,71,29,58,27,,75,74,77-2,8,5,6,15,7,54+0,54+0,54+0,52+0,56+0,56+0,56+0,52+0,57+0,57+0,57+0,54+0,60+0,60+0,60+0,54+0,65+0,68+0,68+0,68+0,65+0,69+0,74+0,74+0,74+0,69+0
201988,https://sofifa.com/player/201988/federico-fernandez/15/157759,F. Fernández,Federico Fernández,25,1989-02-22,190,83,Argentina,Swansea City,74,79,0,0,CB,Right,1,2,2,Medium/Medium,Normal,No,,,RCB,33.0,,2014-08-20,2018.0,SUB,17.0,54.0,27.0,44.0,40.0,77.0,77.0,,,,,,,,22-1,25-1,79-1,56-1,20-1,30-1,48-1,41-1,47-1,49-1,54,54,48,71-1,48,26-1,76,68,81-1,28,77-1,77-1,35-1,43-1,41-1,,77-1,76-1,75-1,11-1,11-1,12-1,13-1,11-1,43+0,43+0,43+0,41+0,42+0,42+0,42+0,41+0,44+0,44+0,44+0,45+0,52+0,52+0,52+0,45+0,60+0,65+0,65+0,65+0,60+0,67+0,74+0,74+0,74+0,67+0
180283,https://sofifa.com/player/180283/sung-yueng-ki/15/157759,Ki Sung Yueng,기성용 寄诚庸,25,1989-01-24,186,75,Korea Republic,Swansea City,74,77,0,0,"CM, CDM",Right,1,4,3,High/Medium,Lean,Yes,,,CDM,16.0,,,,,,67.0,67.0,79.0,75.0,57.0,67.0,,,,,,,"Power Free-Kick, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",68,60-4,55,85+2,54,76,71,76,82,80-1,65,69,70,66,59,82+2,52,72,65,72,67,53,62,81+1,75,,54,60-3,67,13,8,6,8,9,66+0,66+0,66+0,72+0,71+0,71+0,71+0,72+0,75+0,75+0,75+0,74+0,74+0,74+0,74+0,74+0,68+0,70+0,70+0,70+0,68+0,65+0,62+0,62+0,62+0,65+0
186805,https://sofifa.com/player/186805/jefferson-montero/15/157759,J. Montero,Jefferson Antonio Montero Vite,24,1989-09-01,173,70,Ecuador,Swansea City,74,76,0,0,LW,Right,1,4,4,High/Medium,Normal,No,,,SUB,20.0,,2014-07-24,2018.0,LM,7.0,88.0,69.0,64.0,79.0,30.0,64.0,,,,,,,"Selfish, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",67-1,69-1,46-1,59-6,63-1,80-4,71-11,63-1,59-1,77-1,89-4,88-4,84-4,69-1,71-9,75-1,69-4,74-1,69-4,67-1,39-1,24-1,69-5,71-1,67-1,,23-1,37-1,25,10,10,11,14,11,70+0,70+0,70+0,74+0,71+0,71+0,71+0,74+0,72+0,72+0,72+0,72+0,63+0,63+0,63+0,72+0,54+0,53+0,53+0,53+0,54+0,48+0,42+0,42+0,42+0,48+0
173436,https://sofifa.com/player/173436/nathan-dyer/15/157759,N. Dyer,Nathan Dyer,26,1987-11-29,167,62,England,Swansea City,74,75,0,0,"RM, RW",Right,2,3,4,High/High,Lean,Yes,,#Speedster,RM,12.0,,2009-06-02,2017.0,,,91.0,73.0,66.0,80.0,37.0,64.0,,,,,,,Speed Dribbler (CPU AI Only),63,76,31,73,51,81,57,41,64,77,92-1,90-1,86,66,95,74,70,84,52,73,68,34,73,65,69,,32,44,47,11,10,13,7,15,70+0,70+0,70+0,75+0,73+0,73+0,73+0,75+0,74+0,74+0,74+0,74+0,67+0,67+0,67+0,74+0,61+0,58+0,58+0,58+0,61+0,55+0,49+0,49+0,49+0,55+0
29183,https://sofifa.com/player/29183/gerhard-tremmel/15/157759,G. Tremmel,Gerhard Tremmel,35,1978-11-16,191,92,Germany,Swansea City,73,73,0,0,GK,Right,2,3,1,Medium/Medium,Normal,No,,,SUB,25.0,,2011-08-01,2015.0,,,,,,,,,73.0,71.0,61.0,76.0,47.0,73.0,,25,25,25,22,25,25,25,25,21,23,45,49,37,73,39,25,70,30,70,25,40,24,25,25,40,,25,25,25,73,71,61,73,76,,,,,,,,,,,,,,,,,,,,,,,,,,
173735,https://sofifa.com/player/173735/neil-taylor/15/157759,N. Taylor,Neil Taylor,25,1989-02-07,177,75,Wales,Swansea City,72,78,0,0,LB,Left,2,3,2,High/Medium,Normal,Yes,,,LB,3.0,,2010-01-01,2016.0,LM,3.0,73.0,40.0,68.0,72.0,73.0,65.0,,,,,,,,72,29,62,72,34,72,68,33,69,73-2,78,69,72,64,83,45,74,74,60,54,65+2,74,59,63,43,,72,76,77,14,15,13,15,5,54+0,54+0,54+0,68+0,59+0,59+0,59+0,68+0,64+0,64+0,64+0,70+0,69+0,69+0,69+0,70+0,73+0,70+0,70+0,70+0,73+0,72+0,70+0,70+0,70+0,72+0
172630,https://sofifa.com/player/172630/dwight-tiendalli/15/157759,D. Tiendalli,Dwight Tiendalli,28,1985-10-21,176,73,Netherlands,Swansea City,70,70,0,0,"RB, LB",Right,1,3,2,Medium/Medium,Normal,Yes,,,SUB,19.0,,2013-08-28,2016.0,,,79.0,47.0,61.0,70.0,67.0,76.0,,,,,,,,65,35,50,69,42,69,42,42,54,70-1,76-2,82-6,75,67,71,67,83,79,73,50,78,67,55,59,56,,68,70,73,9,7,10,6,5,57+0,57+0,57+0,66+0,60+0,60+0,60+0,66+0,63+0,63+0,63+0,67+0,64+0,64+0,64+0,67+0,70+0,67+0,67+0,67+0,70+0,70+0,69+0,69+0,69+0,70+0
202491,https://sofifa.com/player/202491/tom-carroll/15/157759,T. Carroll,Tom Carroll,22,1992-05-28,171,63,England,Swansea City,69,78,0,0,"CM, CDM",Left,1,2,3,Medium/Medium,Lean,No,,,SUB,14.0,Tottenham Hotspur,,2015.0,,,69.0,57.0,72.0,70.0,49.0,45.0,,,,,,,,59,56,45,77-4,57,65,65,64,75-3,72,69,69,83,68+4,78,58,45,68,33,55,46,54,68,79-2,55,,50,46,46,10,9,10,8,10,60+0,60+0,60+0,68+0,64+0,64+0,64+0,68+0,70+0,70+0,70+0,70+0,69+0,69+0,69+0,70+0,61+0,62+0,62+0,62+0,61+0,57+0,50+0,50+0,50+0,57+0
176801,https://sofifa.com/player/176801/marvin-emnes/15/157759,M. Emnes,Marvin Emnes,26,1988-05-27,180,66,Netherlands,Swansea City,69,72,0,0,"ST, CAM",Right,1,3,4,Medium/Low,Lean,No,,,SUB,11.0,,2014-07-02,2017.0,,,84.0,69.0,64.0,70.0,37.0,63.0,,,,,,,Technical Dribbler (CPU AI Only),66,72,53,67,60,71,60,56,54,67-1,89-1,79-6,73,70,77,75,34-13,75,60,59,65,37,74,65,65,,32,39,33,11,11,6,10,9,69+0,69+0,69+0,70+0,70+0,70+0,70+0,70+0,69+0,69+0,69+0,69+0,62+0,62+0,62+0,69+0,56+0,55+0,55+0,55+0,56+0,52+0,47+0,47+0,47+0,52+0
193303,https://sofifa.com/player/193303/ashley-richards/15/157759,A. Richards,Ashley Richards,23,1991-04-12,175,75,Wales,Swansea City,66,73,0,0,RB,Right,1,3,3,Medium/Medium,Normal,No,,,SUB,29.0,,2009-01-01,2016.0,,,72.0,43.0,62.0,65.0,66.0,71.0,,,,,,,,67,34,59,70,35,64,52,41,65,65-2,73,71,72,63,60,55,63,74,76,49,55,59,56,49,49,,67,71,68,10,5,5,7,8,55+0,55+0,55+0,63+0,57+0,57+0,57+0,63+0,59+0,59+0,59+0,65+0,62+0,62+0,62+0,65+0,67+0,65+0,65+0,65+0,67+0,66+0,66+0,66+0,66+0,66+0
158087,https://sofifa.com/player/158087/alan-tate/15/157759,A. Tate,Alan Tate,31,1982-09-02,185,85,England,Swansea City,66,66,0,0,"CB, LB",Right,1,3,2,Medium/Medium,Normal,No,,,SUB,5.0,,2004-02-01,2015.0,,,32.0,42.0,54.0,54.0,65.0,72.0,,,,,,,,60,35,65,60,57,51,63,25,59,57,33-20,32-7,57,64,56,54,81,67,73,50,72,58,34,41,20,,66,68,64,12,13,5,11,15,48+0,48+0,48+0,50+0,48+0,48+0,48+0,50+0,49+0,49+0,49+0,53+0,55+0,55+0,55+0,53+0,60+0,61+0,61+0,61+0,60+0,62+0,66+0,66+0,66+0,62+0
186158,https://sofifa.com/player/186158/kyle-bartley/15/157759,K. Bartley,Kyle Bartley,23,1991-05-22,194,94,England,Swansea City,65,73,0,0,CB,Right,1,3,2,Medium/Medium,Normal,No,,,SUB,27.0,,2012-08-01,2017.0,,,67.0,27.0,45.0,39.0,64.0,77.0,,,,,,,Dives Into Tackles (CPU AI Only),37,23,71,57,22,23,32,33,44,60,68,67,46,58,34,35,51,78,79-2,25,78,61,24,37,45,,60+3,67,63+3,5,9,13,9,6,41+0,41+0,41+0,43+0,41+0,41+0,41+0,43+0,42+0,42+0,42+0,47+0,48+0,48+0,48+0,47+0,57+0,60+0,60+0,60+0,57+0,63+0,65+0,65+0,65+0,63+0
207642,https://sofifa.com/player/207642/rory-donnelly/15/157759,R. Donnelly,Rory Donnelly,22,1992-02-18,188,81,Northern Ireland,Swansea City,65,73,0,0,ST,Right,1,3,2,High/Medium,Lean,No,,,SUB,41.0,,2012-01-01,2015.0,,,73.0,67.0,51.0,60.0,37.0,71.0,,,,,,,,36,71,66,61,55,57-8,63,53,40,67-2,71+3,74,57,56,54,64,61,76,74,66,58,26,61,52,66,,33,40,32,11,5,15,6,10,65+0,65+0,65+0,58+0,63+0,63+0,63+0,58+0,61+0,61+0,61+0,57+0,54+0,54+0,54+0,57+0,49+0,50+0,50+0,50+0,49+0,48+0,48+0,48+0,48+0,48+0
221890,https://sofifa.com/player/221890/jay-fulton/15/157759,J. Fulton,Jay Fulton,20,1994-04-04,178,68,England,Swansea City,63,74,0,0,CAM,Right,1,3,2,Medium/Medium,Lean,No,,,RES,56.0,,2014-01-31,2018.0,,,71.0,54.0,61.0,64.0,38.0,63.0,,,,,,,,53,51,59-3,68,44,60-3,48,32,64,66,72,71,78,56,64,66,57,66,64,49,56,22,62,63,50,,38,41,43,10,10,7,10,6,59+0,59+0,59+0,62+0,60+0,60+0,60+0,62+0,63+0,63+0,63+0,63+0,58+0,58+0,58+0,63+0,52+0,53+0,53+0,53+0,52+0,50+0,49+0,49+0,49+0,50+0
216470,https://sofifa.com/player/216470/gregor-zabret/15/157759,G. Zabret,Gregor Zabret,18,1995-08-18,187,80,Slovenia,Swansea City,61,79,0,0,GK,Right,1,3,1,Medium/Medium,Normal,No,,,RES,45.0,,2013-07-01,2015.0,,,,,,,,,67.0,56.0,54.0,65.0,45.0,57.0,,25,25,25,22,25,25,25,25,28,25,48,42,35,52,32,21,57,33,59,25,30,25,25,25,21,,25,25,25,67,56,54,57,65,,,,,,,,,,,,,,,,,,,,,,,,,,
